title	link	description	image_link	stock	price	brand	sku	upc	category	additional_image_link	sale_price	sale_price_effective_date
DJI Mavic 2 Zoom Quadcopter - 12MP, 2x Optical Zoom	https://www.dronenerds.com/products/specials/holiday-faves-drone-nerds/dji-mavic-2-zoom-quadcopter-cp-ma-00000020-01-dji.html	The Mavic 2 Zoom's 24-48 mm optical zoom camera supports shooting up to 4x  lossless zoom 1080p video.	https://www.dronenerds.com/media/catalog/product/l/a/large_4be7993f-d35f-43d6-ba4a-5d46e2834873.jpg	In Stock	1349.00	DJI	CP.MA.00000020.01	190021320604	All Products > Specials > Most Popular, All Products > Drones > Consumer Drones, All Products > Specials > Holiday Faves, All Products > Drones > Consumer Drones > DJI Mavic 2, All Products > Drones > Consumer Drones > DJI Mavic 2 > Mavic 2 Zoom	https://www.dronenerds.com/media/catalog/product/l/a/large_3af0cd5e-5caf-4a9a-9786-a0112dbf2ad8.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_23fab0e2-b933-42d8-8180-6dc301acac1f.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_47b132b0-23b7-4b4d-97a9-7bca7f2dbb6b.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_0381a330-e2c1-4b04-87e5-21687a59991e.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_c4fadc35-d432-4aa5-95b1-6c07b7c6d257.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_be9967d2-8f9f-45d2-a61d-2c416d3d5b10.jpg	1289.00 USD	2020-12-13T00:00-05:00/2021-01-01T00:00-05:00
DJI Mavic 2 Intelligent Flight Battery	https://www.dronenerds.com/products/drones/consumer-drones/dji-mavic-2/parts-accessories/dji-mavic-2-intelligent-flight-battery-cp-ma-00000038-01-dji.html	High-capacity LiPo cells  31 Minutes of flight time  Multiple intelligent battery protection features	https://www.dronenerds.com/media/catalog/product/1/5/1535037426000_img_1052463.jpg	In Stock	149.00	DJI	CP.MA.00000038.01	190021321083	All Products > Drones > Consumer Drones > DJI Mavic 2, All Products > Drones > Consumer Drones > DJI Mavic 2 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/1/5/1535037426000_img_1052464.jpg		
DJI Mavic 2 Car Charger	https://www.dronenerds.com/products/drones/consumer-drones/dji-mavic-2/parts-accessories/dji-mavic-2-car-charger-cp-ma-00000057-01-dji.html	A safe and reliable charge while driving for Mavic 2	https://www.dronenerds.com/media/catalog/product/l/a/large_ae6e73e7-ba75-46d7-8bf5-3485f4f6e9aa.jpg	In Stock	79.00	DJI	CP.MA.00000057.01	190021321861	All Products > Drones > Consumer Drones > DJI Mavic 2 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/l/a/large_9b115730-d6ae-4e64-b22c-4ff614531684.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_c94b22b4-9f78-4fc3-8faa-819518ac5b29.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_9e62e3a0-f816-48d6-96fe-1ab0658df035.jpg		
DJI Mavic 2 Fly More Kit	https://www.dronenerds.com/products/drones/consumer-drones/dji-mavic-2/cases-backpacks/dji-mavic-2-mavic-2-fly-more-kit-cp-ma-00000037-01-dji.html	Multiple Intelligent Flight Batteries for a longer flight  Charge batteries while driving  Turn your batteries into power banks  Low-noise propellers for quieter flight  A versatile shoulder bag to carry everything	https://www.dronenerds.com/media/catalog/product/l/a/large_7aba93f6-dbaf-44b4-82e7-9bbab2f1f059.jpg	In Stock	399.00	DJI	CP.MA.00000037.01	190021320710	All Products > Drones > Consumer Drones > DJI Mavic 2, All Products > Drones > Consumer Drones > DJI Mavic 2 > Cases & Backpacks, All Products > Drones > Consumer Drones > DJI Mavic 2 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/l/a/large_866d5b3d-f33a-44e8-b16b-56069c5b0ccf.jpg		
DJI Mavic 2 Low-Noise Propellers	https://www.dronenerds.com/products/drones/consumer-drones/dji-mavic-2/parts-accessories/dji-mavic-2-low-noise-propellers-cp-ma-00000059-01-dji.html	Classic quick release design  Quieter and longer flight  1 Pair	https://www.dronenerds.com/media/catalog/product/l/a/large_6729a421-a54c-4c9d-ac80-ebc7b0e8339e.jpg	In Stock	15.00	DJI	CP.MA.00000059.01	190021321090	All Products > Drones > Consumer Drones > DJI Mavic 2 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/l/a/large_8d0592c2-11d0-41e0-89c8-350852910846.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_71c66e16-4e8e-4391-a1e5-d340054161e2.jpg		
DJI Mavic 2 Propeller Guard Set	https://www.dronenerds.com/products/drones/consumer-drones/dji-mavic-2/parts-accessories/dji-mavic-2-propeller-guard-set-cp-ma-00000060-01-dji.html	Improves flight safety  Quick assembly and disassembly  Propeller Guard (set) × 1	https://www.dronenerds.com/media/catalog/product/l/a/large_d0c89b6f-05eb-4367-8610-ad25f3bd9b9a.jpg	In Stock	33.00	DJI	CP.MA.00000060.01	190021321885	All Products > Drones > Consumer Drones > DJI Mavic 2 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/l/a/large_9f6ca1c1-94a6-4265-8509-7550d35d6875.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_e09c90ad-b159-4ee4-ab01-1e07ff945f54.jpg		
Go Professional Cases DJI Mavic 2 Pro/Zoom Hard Case	https://www.dronenerds.com/products/drones/consumer-drones/dji-mavic-2/cases-backpacks/gpc-dji-mavic-2-pro-zoom-hard-case-gpc-dji-mav-2-go-professional-cases.html	Exterior Length 14.73 in  Exterior Width 11.94 in  Exterior Depth 7.31 in  Interior Length 13.50 in  Interior Width 9.50 in  Interior Depth	https://www.dronenerds.com/media/catalog/product/m/a/mav2_1.jpg	In Stock	129.00	Go-Professional-Cases	GPC-DJI-MAV-2	857487006922	All Products > Drones > Consumer Drones > DJI Mavic 2, All Products > Accessories > Cases & Backpacks > Go Professional Cases, All Products > Drones > Consumer Drones > DJI Mavic 2 > Cases & Backpacks	https://www.dronenerds.com/media/catalog/product/m/a/mav22.jpg, https://www.dronenerds.com/media/catalog/product/m/a/mav234.jpg, https://www.dronenerds.com/media/catalog/product/m/a/mav23.jpg		
FlyPro Phantom 4 Tablet Sun Hood / Visor 9.7"	https://www.dronenerds.com/products/parts/displays/flypro-phantom-4-tablet-sun-hood-visor-9-7-dji-h03-dronenerds.html	Sun visor for 9.7" Tablets	https://www.dronenerds.com/media/catalog/product/d/s/dsa.jpg	Backorder	19.99	FlyPro	DJI-H03	Does Not Apply	All Products > Accessories > Displays, All Products > Drones > Consumer Drones > DJI Phantom 4 Pro V2 > Parts & Accessories			
LumeCube Drone Mounts for DJI Matrice 200 Series (Also fits 100,600)	https://www.dronenerds.com/products/parts/lighting/lumecube/lumecube-drone-mounts-for-dji-matrice-200-series-also-fits-100-600-lc-matrice22-lumecube.html	White Mounts for LumeCube on DJI Phantom 4	https://www.dronenerds.com/media/catalog/product/l/c/lc-mounts-matrice-m200_1_1_1024x1024.jpg	Backorder	189.99	LumeCube	LC-MATRICE22	855239006701	All Products > Accessories > Lighting, All Products > Accessories > Lighting > Lumecube, All Products > Drones > Enterprise Drones > Matrice 200 Series > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/l/c/lc-right-mount-matrice-m200_1_1024x1024.jpg, https://www.dronenerds.com/media/catalog/product/m/a/matrice_mount_480x480.jpg, https://www.dronenerds.com/media/catalog/product/l/c/lc-mounts-matrice-m200-features_1_1_1024x1024.jpg		
Go Professional Cases DJI Mavic Thermal Case	https://www.dronenerds.com/products/parts/cases-backpacks/goprofessional-gpc-cases/gpc-go-professional-cases-dji-mavic-thermal-case-dn-mavic-therm-1-go-professional-cases.html	GPC Go Professional Cases DJI Mavic Thermal Case	https://www.dronenerds.com/media/catalog/product/s/s/ssds.jpg	In Stock	249.00	Go-Professional-Cases	DN-Mavic-Therm-1	Does Not Apply	All Products > Accessories > Cases & Backpacks, All Products > Accessories > Cases & Backpacks > Go Professional Cases			
DJI Mavic Air Battery Charger (Without AC Cable)	https://www.dronenerds.com/products/drones/consumer-drones/mavic-air/dji-mavic-air-parts-accessories/dji-mavic-air-battery-charger-without-ac-cable-cp-pt-00000122-01-dji.html	The Mavic Air Battery Charger is used to charge the Mavic Air Intelligent Flight Battery and remote controller by connecting to a power outlet. By connecting to the USB port, it can also provide power to mobile devices such as smart phones or tablets.	https://www.dronenerds.com/media/catalog/product/1/5/157626f6-d129-4391-bbec-525cd9b9fdcd_1.f40e24d5ccc5eb50257d40f4b7b3b79b.jpeg	In Stock	24.00	DJI	CP.PT.00000122.01	190021308824	All Products > Accessories > Batteries & Power, All Products > Drones > Consumer Drones > DJI Mavic Air > Mavic Air Parts & Accessories			
DJI Phantom 4 Pro V2.0 - Remote Controller With 5.5" HD Display	https://www.dronenerds.com/products/drones/consumer-drones/phantom4v2/parts-accessories/dji-phantom-4-pro-v2-0-remote-controller-with-5-5-hd-display-cp-pt-00000253-01-dji.html	Phantom 4 Pro+ V2.0 Remote  Includes 5.5" Screen	https://www.dronenerds.com/media/catalog/product/l/a/large_57d2e992-7f40-4eb3-80f2-5c572282ae51_1_2.jpg	Backorder	839.00	DJI	CP.PT.00000253.01	190021311145	All Products > Accessories > Remote Controllers, All Products > Drones > Consumer Drones > DJI Phantom 4 Pro V2 > Parts & Accessories	https://www.dronenerds.com/media/catalog/product/l/a/large_2ba47c56-9796-4d55-a05d-287869998223_1_2.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_e70f7927-7e9b-43f8-ad0a-0c7ec3f394eb_1_2.jpg, https://www.dronenerds.com/media/catalog/product/l/a/large_68158601-8b0e-4d4f-9a61-0461ad2aeccf_3_2.jpg		
Powered By DJI Tello Boost Combo (3 Batteries/Charging Hub)	https://www.dronenerds.com/products/specials/holiday-faves-drone-nerds/powered-by-dji-tello-boost-combo-3-batteries-charging-hub-cp-tl-00000014-01-powered-by-dji.html	The Ryze Tech Tello Quadcopter Boost Combo lets you shoot over longer periods of time, as it comes packaged with three batteries, instead of one, and a 3-battery charging hub. Each battery will power up to 13 minutes of flight on a full charge.	https://www.dronenerds.com/media/catalog/product/t/e/telloboost.jpg	In Stock	149.00	powered-by-dji	CP.TL.00000014.01	190021324664	All Products > Specials > Most Popular, All Products > Specials > Holiday Faves, All Products > Drones > Consumer Drones > Tello - Powered By DJI	https://www.dronenerds.com/media/catalog/product/e/c/ec3af128-1129-4b19-8de4-d7e97a9319c2_1.7009b67e8fb33f4bc7fb44956825b538.jpeg, https://www.dronenerds.com/media/catalog/product/p/o/powered-by-dji-tello-minidrone-quadcopter-5mp-photos-720p-video-cp-pt-00000252-01-powered-by-dji-176_1.jpg	135.00 USD	2020-12-13T00:00-05:00/2021-01-01T00:00-05:00
DJI Mavic Intelligent Flight Battery 2-Pack (DJI Refurbished)	https://www.dronenerds.com/products/drones/consumer-drones/dji-mavic/parts-accessories/dji-mavic-intelligent-flight-battery-2-pack-dji-refurbished-cp-pt-000586-rb-2pk-dji.html	DJI Mavic Intelligent Flight Battery 2-Pack (DJI Refurbished)	https://www.dronenerds.com/media/catalog/product/2/p/2pk.jpg	Backorder	98.00	DJI	CP.PT.000586.RB.2PK	Does Not Apply	All Products > Accessories > Batteries & Power, All Products > Drones > Consumer Drones > DJI Mavic > Parts & Accessories			
AeroVironment Quantix Mapper Drone	https://www.dronenerds.com/products/drones/enterprise-drones/aerovironment/aerovironment-quantix-mapper.html	45-MIN FLIGHT TIME FULLY AUTOMATED NAVIGATION 400 ACRES PER FLIGHT	https://www.dronenerds.com/media/catalog/product/t/e/test_quantix_zoom1.jpg	Backorder	6500.00	AeroVironment	86627	Does Not Apply	All Products > Drones > Enterprise Drones > AeroVironment Quantix	https://www.dronenerds.com/media/catalog/product/t/e/test_av_dss_package_zoom2.jpg, https://www.dronenerds.com/media/catalog/product/a/g/agri-features-monitor.png, https://www.dronenerds.com/media/catalog/product/q/u/quantix_tablet_flight_2_.jpg		
AeroVironment Quantix Battery Charger	https://www.dronenerds.com/products/drones/enterprise-drones/aerovironment/aerovironment-quantix-battery-charger-79358-aerovironment.html	Quantix Battery Charger  AC/DC 100-240 VAC, 50-60Hz, single	https://www.dronenerds.com/media/catalog/product/t/e/test_quantix_battery_charger_zoom.jpg	In Stock	40.00	AeroVironment	79358	Does Not Apply	All Products > Drones > Enterprise Drones > AeroVironment Quantix	https://www.dronenerds.com/media/catalog/product/t/e/test_quantix_battery_charger_2_zoom1.jpg		
AeroVironment Quantix Smart Battery	https://www.dronenerds.com/products/drones/enterprise-drones/aerovironment/aerovironment-quantix-smart-battery-79438-aerovironment.html	Quantix Smart Flight Battery, 5S2P (IM)	https://www.dronenerds.com/media/catalog/product/t/e/test_quantix_battery_zoom.jpg	Backorder	395.00	AeroVironment	79438	Does Not Apply	All Products > Drones > Enterprise Drones > AeroVironment Quantix			
AeroVironment Water-Resistant Quantix Hard Shell Case	https://www.dronenerds.com/products/drones/enterprise-drones/aerovironment/aerovironment-water-resistant-quantix-hard-shell-case-81579-aerovironment.html	43" X 27" x 21"  54lbs (empty)  67lbs (with Quantix and Tablet)	https://www.dronenerds.com/media/catalog/product/t/e/test_hard_case_side_view_zoom.jpg	In Stock	800.00	AeroVironment	81579	Does Not Apply	All Products > Drones > Enterprise Drones > AeroVironment Quantix			
AeroVironment Quantix Prop Kis (Set of 4)	https://www.dronenerds.com/products/drones/enterprise-drones/aerovironment/aerovironment-quantix-prop-kis-set-of-4-83756-aerovironment.html	2-propellers rotate clockwise (CW)  2-propellers rotate counter clockwise (CCW)	https://www.dronenerds.com/media/catalog/product/t/e/test_propellers_zoom.jpg	Backorder	20.00	AeroVironment	83756	Does Not Apply	All Products > Drones > Enterprise Drones > AeroVironment Quantix			
AeroVironment Quantix Lens Protector	https://www.dronenerds.com/products/drones/enterprise-drones/aerovironment/aerovironment-quantix-lens-protector-81975-aerovironment.html	Quantix Lens Protector (orange) protects the built-in dual sensors: RGB and Multispectral.	https://www.dronenerds.com/media/catalog/product/t/e/test_lens_cover.jpg	Backorder	30.00	AeroVironment	81975	Does Not Apply	All Products > Drones > Enterprise Drones > AeroVironment Quantix			
AeroVironment Quantix Operating Control Tablet	https://www.dronenerds.com/products/drones/enterprise-drones/aerovironment/aerovironment-quantix-operating-control-tablet-79855-aerovironment.html	Quantix Ground Control Tablet — Dedicated 8" tablet for flight planning and and onboard processing of data for in-field Quick-Look view (composite RGB and NDVI maps).	https://www.dronenerds.com/media/catalog/product/t/e/test_tablet_zoom.jpg	In Stock	1275.00	AeroVironment	79855	Does Not Apply	All Products > Drones > Enterprise Drones > AeroVironment Quantix			
AeroVironment Quantix Operating Control Tablet Charger	https://www.dronenerds.com/products/drones/enterprise-drones/aerovironment/aerovironment-quantix-operating-control-tablet-charger-80096-aerovironment.html	AeroVironment Quantix Operating Control Tablet Charger	https://www.dronenerds.com/media/catalog/product/t/e/test_battery_case_open_zoom10.jpg	In Stock	65.00	AeroVironment	80096	Does Not Apply	All Products > Drones > Enterprise Drones > AeroVironment Quantix	https://www.dronenerds.com/media/catalog/product/t/e/test_tablet_zoom_1.jpg, https://www.dronenerds.com/media/catalog/product/t/e/test_battery_case_zoom2.jpg		
Sentera DJI Mavic NDVI Upgrade - Upgrade Only	https://www.dronenerds.com/products/cameras-sensors/enterprise-cameras/multispectral/sentera/sentera-dji-mavic-ndvi-upgrade-upgrade-only-21917-03-sentera.html	Seamlessly retain the Mavic camera functionality while collecting NIR imagery and producing NDVI maps  Easily identify crops under stress  Quickly reallocate inputs to more productive acres  Confidently fly with standard FlightAutonomy technology, sensing obstacles from 49’ away  Effortlessly leverage FieldAgent™ so data can be viewed at the field’s edge, where immediate action can be taken	https://www.dronenerds.com/media/catalog/product/m/a/mav1_1.jpg	In Stock	1999.00	Sentera	21917-03	Does Not Apply	All Products > Cameras & Sensors > Enterprise Cameras > MultiSpectral > Sentera	https://www.dronenerds.com/media/catalog/product/m/a/mav2_2.jpg, https://www.dronenerds.com/media/catalog/product/m/a/mav3.jpg, https://www.dronenerds.com/media/catalog/product/m/a/mav4.jpg, https://www.dronenerds.com/media/catalog/product/m/a/mav5.jpg, https://www.dronenerds.com/media/catalog/product/m/a/mav6.jpg		
Sentera DJI Mavic NDRE Upgrade - Upgrade Only	https://www.dronenerds.com/products/cameras-sensors/enterprise-cameras/multispectral/sentera/sentera-dji-mavic-ndre-upgrade-upgrade-only-21917-05-sentera.html	Seamlessly retain the Mavic camera functionality while collecting NIR imagery and producing NDRE maps  Easily identify crops under stress  Quickly reallocate inputs to more productive acres  Confidently fly with standard FlightAutonomy technology, sensing obstacles from 49’ away  Effortlessly leverage FieldAgent™ so data can be viewed at the field’s edge, where immediate action can be taken	https://www.dronenerds.com/media/catalog/product/m/a/mav1_1_1.jpg	In Stock	1999.00	Sentera	21917-05	Does Not Apply	All Products > Cameras & Sensors > Enterprise Cameras > MultiSpectral > Sentera	https://www.dronenerds.com/media/catalog/product/m/a/mav2_2_1.jpg, https://www.dronenerds.com/media/catalog/product/m/a/mav3_1.jpg, https://www.dronenerds.com/media/catalog/product/m/a/mav4_1.jpg, https://www.dronenerds.com/media/catalog/product/m/a/mav5_1.jpg, https://www.dronenerds.com/media/catalog/product/m/a/mav6_1.jpg		
Sentera DJI Phantom 4 Pro V2.0 NDVI Upgrade - Upgrade Only	https://www.dronenerds.com/products/cameras-sensors/enterprise-cameras/multispectral/sentera/sentera-dji-phantom-4-pro-v2-0-ndvi-upgrade-upgrade-only-21916-03-sentera.html	Seamlessly retain the Phantom 4 Pro camera functionality while collecting NIR imagery and producing NDVI maps  Easily identify crops under stress  Quickly reallocate inputs to more productive acres  Confidently fly with standard FlightAutonomy technology, sensing obstacles from 49’ away  Effortlessly leverage FieldAgent™ so data can be viewed at the field’s edge, where immediate action can be taken	https://www.dronenerds.com/media/catalog/product/p/4/p4pro1_2.jpg	In Stock	1999.00	Sentera	21916-03	Does Not Apply	All Products > Cameras & Sensors > Enterprise Cameras > MultiSpectral > Sentera	https://www.dronenerds.com/media/catalog/product/m/a/mav2_2_2.jpg, https://www.dronenerds.com/media/catalog/product/m/a/mav3_2.jpg, https://www.dronenerds.com/media/catalog/product/m/a/mav4_2.jpg, https://www.dronenerds.com/media/catalog/product/m/a/mav5_2.jpg, https://www.dronenerds.com/media/catalog/product/m/a/mav6_2.jpg, https://www.dronenerds.com/media/catalog/product/p/4/p41.jpg, https://www.dronenerds.com/media/catalog/product/p/4/p42.jpg		
